ì˙ït,952,953,954,955,956,957,958,959,960,961,962,963,964,965,966,967,968,969,970,971,972,973,974,975,976,977,978,979,980,981,1018,1019,1020,1021,1022,1023,1024,1025,1026,1027,1028,1029,1030,1031,1032,1033,1034,1035,çáåv
2023-09-17 00:00:00,2092,981,1528,-1106,-857,-1528,-857,1354,5932,-1081,-534,1056,534,4004,1155,1279,2737,873,-808,-87,-882,3024,-485,-75,1877,0,310,4509,-1180,-634,-2091,-2809,857,-1852,-733,931,3526,-3478,1805,1351,335,-137,1329,1776,5971,1031,-1006,608,30545
2023-09-16 00:00:00,534,1403,1614,733,-187,-286,-758,-907,-162,-87,-187,-410,-286,-1454,-50,-187,-957,2833,1205,186,-733,-2044,112,-435,1627,0,-1733,161,1542,-1329,559,-75,-211,410,112,-882,1006,-609,-286,236,1080,-733,-1180,-261,-1305,-1056,509,-758,-3686
2023-09-15 00:00:00,-1802,-1379,882,0,-99,385,310,385,2044,-137,1155,385,1972,-733,-361,1006,-1081,-708,1453,-1280,-336,534,484,410,-733,0,1105,-609,-137,1180,-857,385,1950,-833,633,782,-112,484,1254,956,-1429,882,62,87,-659,-460,-882,-1205,5333
2023-09-07 00:00:00,-1088,-968,-361,3627,-957,2259,-162,-187,360,1876,1207,-1404,310,-1578,-1031,-758,136,3454,708,-758,534,907,211,-75,708,0,-907,-932,-1628,658,-584,4463,1056,4034,62,-1404,981,1542,1403,-162,-187,3478,1230,-1329,-559,-1542,459,-1230,15872
2023-09-06 00:00:00,-361,87,-361,1155,-435,186,1031,-609,310,360,-112,1948,-584,-1031,62,-25,-286,-1056,-485,-2354,-236,-435,1155,-559,-982,0,-758,-1205,-286,-1131,2689,-261,459,-2450,-1255,-982,-510,-1280,2928,-2809,-584,-99,956,-982,-211,2000,-112,4870,-4630
2023-09-05 00:00:00,-385,-75,1590,931,-1479,410,4689,-137,261,-162,-2378,5028,-261,-410,1279,-1379,-609,-137,633,484,2044,385,-634,-683,2116,0,335,1354,-1056,-286,-609,1877,-187,-1752,-162,-137,1056,584,261,-1454,-75,2140,1379,459,-410,3287,335,-733,17327
2023-08-27 00:00:00,-137,-187,1925,-857,832,-435,733,-683,1661,2187,-2044,1627,186,-25,-75,2092,2331,2905,-783,3813,-634,-87,956,3717,-586,0,136,-1131,907,1329,1379,-1329,3598,-1777,1652,2594,-336,-1757,-137,5119,-1628,285,1726,3574,-261,285,-825,-634,31201
2023-08-26 00:00:00,-1404,1948,-1135,-2259,360,-311,-1553,-211,2522,-510,733,-99,-286,-261,-1637,-510,-1677,-336,-1305,-1752,385,410,584,410,-1131,0,310,-708,360,1826,2570,-659,1702,-1156,-708,-361,-1727,-683,-957,-336,-112,-261,-1230,-758,1677,-162,-187,-236,-10821
2023-08-25 00:00:00,-1081,261,459,385,-1205,-584,534,-261,-808,-1702,-634,-485,112,435,-907,832,1279,1056,-808,-932,782,-286,1375,-361,62,0,757,136,658,1876,1503,1040,-510,-336,807,310,-609,1160,-385,-1081,832,-410,584,-236,-982,-609,-460,-2044,-481
2023-08-17 00:00:00,-438,-512,0,938,-388,-638,-188,-512,188,712,4216,-262,-75,-288,-1338,-738,-338,2148,-738,-562,-100,-362,2484,988,-2100,0,288,-238,-212,2508,-462,-1288,-812,2556,1112,2604,1644,1162,738,862,1188,-988,-1312,262,3108,-1638,-312,-888,11979
2023-08-16 00:00:00,-1106,-25,-1503,-559,1826,-1429,-1354,757,-683,534,1403,310,360,757,1230,-1454,-2020,-683,211,-286,559,-2115,-957,-1589,1180,0,62,-733,1130,-758,-1031,-2020,-1752,186,683,-1628,-1727,410,-261,-361,459,-286,-1231,-634,1304,-410,-783,-733,-16750
2023-08-15 00:00:00,-1429,-261,857,2498,261,-286,435,2379,-957,-1106,-286,-1156,484,-75,1751,112,-1374,-1305,-808,-1851,-99,1829,-982,1329,410,0,1801,-1752,-907,-534,-907,-1329,335,534,-162,-361,-907,-336,633,-286,-857,-361,509,-708,-758,-236,-435,1180,-5474
2023-08-07 00:00:00,2403,509,285,1801,-1528,1379,0,-584,-857,-50,1781,907,733,2474,708,-361,236,6355,-783,1975,931,-634,733,-1081,360,310,62,2187,112,112,-1006,236,1379,2450,-1578,2092,-162,733,87,186,1254,-1031,733,-99,1105,1652,87,-733,27860
2023-08-06 00:00:00,136,-112,3622,161,981,-410,633,-559,-1354,-2307,-1106,62,1031,-1948,-2689,261,1354,-1156,-1006,-1180,-1603,2163,-50,-1305,-311,2355,3574,-808,1577,-609,-385,-211,534,-1329,-1230,-659,2833,211,-137,1602,-1230,-1454,-87,-236,-410,-1131,310,1254,-2358
2023-08-05 00:00:00,-1788,-638,1888,-812,1288,138,-1062,388,-312,612,-1062,-3060,-2004,-1012,638,-388,-2148,-888,-312,-75,388,562,-412,-1412,-712,2796,-812,-838,-462,0,2508,-100,488,-662,312,-50,688,738,-862,-1138,3108,2556,-588,-812,-362,938,-838,3492,-2095
2023-07-27 00:00:00,1662,1412,-1288,-612,62,162,-1188,1932,-738,0,-188,5511,-1388,708,962,-838,2484,-1488,-1038,62,-1138,-738,-288,1062,2460,88,-688,2028,-1712,-1188,-2388,-512,1062,-188,388,538,938,1788,4966,262,588,1262,488,-162,-212,-938,-2148,1638,13447
2023-07-26 00:00:00,-988,-1362,-1312,-1088,-112,-1262,-1562,2100,512,1308,338,62,138,-412,-75,-338,-1212,312,-888,-238,-688,-512,312,1932,-88,324,812,-712,1388,1362,-612,-138,1662,-212,-25,-438,-988,4034,-1362,-1912,-862,972,-638,-162,362,0,462,0,-1806
2023-07-25 00:00:00,338,-438,4102,-412,1588,712,238,438,-188,-438,488,-1044,-1012,512,888,-862,-112,162,-912,-712,1338,388,-862,-962,-50,2100,412,-462,-962,1088,-212,262,388,-1512,-638,-1788,1338,1088,-662,-688,-1288,1572,-1112,-188,-362,-2076,438,3108,3032
2023-07-17 00:00:00,3756,-1688,-50,3348,-312,-288,-50,-1412,-1088,-50,1962,838,788,-788,3972,-162,4102,-1038,-488,3468,1380,2676,-262,138,-112,1332,1740,2196,-462,938,2340,812,-88,-50,3564,362,1088,-2028,388,-438,-612,1238,3636,-1980,-2220,62,-1162,-1662,27634
2023-07-16 00:00:00,-362,-1838,-1362,388,162,2268,-488,488,-738,-962,-562,-612,862,-212,938,-938,538,-262,512,1188,-1388,1338,388,-2028,412,0,-438,-238,-1712,-712,188,-1688,-288,-1112,-1692,362,-438,-412,738,-588,-112,-912,-512,-562,1438,2988,-1312,-1112,-10396
2023-07-15 00:00:00,462,-812,338,-1538,1260,-1012,962,-562,588,-1338,-312,88,288,738,-538,-100,2340,-238,-888,-488,-188,-462,-138,-788,-1488,1572,-338,-25,-2220,-1688,-762,-25,-188,1212,-488,-88,1836,338,-2124,-488,62,1908,-962,-1980,2916,-162,-862,1288,-5094
çáåv,-986,-3694,11718,6722,1061,-570,343,3597,6493,-2341,3878,9290,1902,-599,4882,-3456,5723,10803,-7328,-1379,316,6541,3724,-1367,2919,10877,6030,2180,-5262,4008,1830,-3369,11434,-3839,654,1797,9418,3689,8028,-1167,-70,9621,3780,-4931,9170,1823,-8724,5470,120639
