ì˙ït,628,630,631,632,633,635,636,637,638,650,651,652,653,655,656,657,658,660,661,662,663,665,666,668,670,671,672,673,675,676,677,çáåv
2023/9/3 0:00,3278,3983,-414,-761,-1839,567,75,583,86,53,117,3056,-2122,-481,-2211,-497,-231,-453,-214,-150,3522,617,-894,4750,-594,-758,-894,-564,-1294,-1961,-750,3605
2023/9/2 0:00,1372,-147,1539,-1106,1228,-1228,-225,-803,1083,-786,-653,942,108,-2033,-950,-550,-406,317,-931,-325,1006,-97,406,-475,706,403,-714,-481,192,439,-872,-3041
2023/9/1 0:00,-653,-381,-1028,192,231,97,697,-64,-592,1917,-231,-169,-581,-847,1583,283,439,-161,-581,292,2767,-497,-1228,42,-525,1139,-492,425,-458,419,-2767,-732
2023/8/23 0:00,361,150,-14,-353,-1817,-203,-769,-192,-1294,-806,-864,-642,425,14,108,739,-50,-17,-303,-131,381,-1572,-531,528,-431,-19,-586,2122,119,-325,3256,-2716
2023/8/22 0:00,-1306,-317,1117,-442,403,1228,-947,-492,-450,-781,983,-1406,192,-492,639,-525,-1272,3522,-269,2278,514,-103,-1283,-2900,-153,-747,231,850,-761,-181,-481,-3351
2023/8/21 0:00,917,-308,-114,106,-592,-931,-817,492,-592,-231,-664,-525,1683,-147,-181,-275,-703,939,197,-553,-553,-797,-1339,-686,1106,-219,1272,-836,-264,-247,-342,-5204
2023/8/13 0:00,-839,-286,2611,2078,-1406,-308,-181,14,-2144,872,-17,386,-647,-36,1039,-117,-517,-972,-936,1306,-864,-1083,-1106,-1061,375,-575,1139,1500,0,1417,-1900,-2258
2023/8/12 0:00,-194,-431,-519,-542,2233,-425,-364,2144,-681,-47,-742,-269,47,-875,-708,-464,-297,-847,994,-575,125,-297,550,-464,561,-819,-1706,-1050,-847,-306,181,-6634
2023/8/11 0:00,861,-519,617,847,-172,2011,-1228,-203,-819,794,-828,-369,1228,-497,-297,1672,-431,861,2367,-1261,208,-181,-72,1250,-803,1039,-558,-36,1050,-803,-147,5581
2023/8/3 0:00,1517,3883,706,-514,1139,-1661,-2033,-503,-928,606,1744,-403,425,-597,828,-394,1350,-1061,-1106,906,-250,97,-1228,1361,-1717,-847,-403,-242,614,-1417,1922,1794
2023/8/2 0:00,-506,-1094,-972,1478,-392,-342,-325,-161,-147,983,297,-103,525,208,-308,-681,-219,28,-231,-8,-375,-542,1028,186,508,-131,514,-308,269,472,-75,-424
2023/8/1 0:00,1656,547,225,-481,425,-219,1239,-361,-92,-1872,-964,-508,-953,-14,2167,-631,-2322,-747,-492,-842,-561,-931,1583,-2167,1922,1039,-342,-292,-592,850,1361,-2369
2023/7/23 0:00,-1856,-994,3850,1083,1589,242,-1050,-1061,-728,772,-181,-1517,-650,236,583,1150,-1394,-1017,1317,3322,-519,-1228,-486,1906,-1072,-292,-1617,1278,-1583,-1239,-383,-1539
2023/7/22 0:00,517,97,-658,-1350,-1350,-1450,-253,-703,-431,81,-303,483,661,-2322,914,-53,-47,-1083,628,4050,-636,-1594,-1061,1583,-917,-275,-794,36,-906,2122,1161,-3853
2023/7/13 0:00,572,1656,-708,-1683,861,-225,-797,-553,-1461,-1150,61,-1350,47,2211,-1161,564,2544,-1350,186,669,-1161,3389,-664,-750,-575,-403,1878,303,-886,17,-358,-277
2023/7/12 0:00,-297,-914,2811,197,-192,8,258,361,-158,-719,-886,-608,142,-208,72,47,639,-183,169,-547,97,617,1383,-292,-658,-286,-736,-442,994,-597,-1272,-1200
2023/7/11 0:00,-97,-742,231,-147,-703,275,-575,1106,436,-81,-169,-769,-569,2122,-62,-986,2722,1206,-764,-358,-19,-519,-536,1406,397,-1272,-972,2589,869,-664,617,3972
2023/6/23 0:00,-303,-172,961,2056,206,-883,-469,-1250,1572,-1550,803,-1639,775,1650,-383,-839,-1750,-403,-1128,1739,1117,-1139,2189,1567,-242,1906,161,-1483,-453,-1394,483,1705
2023/6/22 0:00,-803,647,-1128,-1194,-2056,-569,-117,-175,-719,-636,-672,203,-975,-331,-231,-1106,2300,-564,-369,-269,-272,-142,53,-328,-647,-872,-525,-981,-1194,-508,-1506,-15686
2023/6/21 0:00,-875,-486,894,-553,253,714,125,125,1006,203,1061,-797,119,-1372,-819,-272,-436,1828,-192,3211,42,-1906,-239,672,772,-692,2233,4517,158,-617,972,9649
2023/6/13 0:00,-928,294,-75,-1928,1744,-1194,2144,-50,-1050,1372,-1228,-181,-917,-169,1483,486,1661,-325,-139,1494,442,2367,-1717,372,347,-708,36,1789,-314,-1183,-308,3617
2023/6/12 0:00,1083,-350,-269,-917,-536,1539,-386,-408,-1361,-158,83,-358,-469,2122,131,1017,-208,-308,194,-314,1283,-114,-519,-919,-147,-2233,253,-275,-539,-1850,-617,-5550
2023/6/11 0:00,-1083,-831,47,-1283,461,-725,1900,-269,-892,1739,-547,-1172,-1050,1456,1394,2700,-1439,750,-969,-153,-297,-1961,219,386,1344,817,650,-1206,-847,-639,217,-1283
2023/6/3 0:00,4450,-72,-983,-203,1639,1072,-439,3011,103,303,253,1006,-119,-1661,-847,750,-197,575,-1606,739,1522,-219,3922,2100,-1539,4050,-1628,839,247,-1117,-464,15487
2023/6/2 0:00,-603,-508,-303,-436,-881,-625,769,-394,-1161,-550,-864,-1283,-247,-28,-1272,181,-408,2922,297,181,-58,-558,-1728,-381,-458,-247,2722,-331,-914,853,-1594,-7907
2023/6/1 0:00,-1150,319,486,3211,-214,-197,-481,-1239,392,158,-364,-108,1211,250,-197,-1050,414,-1039,147,-731,92,-958,-628,-1117,706,-569,-581,392,108,-19,-472,-3228
2023/5/23 0:00,-431,-881,1683,2544,-1172,-464,1494,-1206,-1283,583,-986,-325,-503,678,4350,39,181,-242,-303,1428,-203,-994,-458,-347,-214,-675,-769,-1017,-758,253,-231,-229
2023/5/22 0:00,-425,636,-1350,-292,-442,-186,-392,-419,125,-569,-25,1700,-108,-1983,-353,64,-831,275,-247,-708,-469,75,36,525,-658,-414,-719,-669,-564,-825,214,-8998
2023/5/21 0:00,-1261,153,-775,325,317,606,-69,1172,-919,-753,1028,-981,272,-1228,-1006,-69,450,2122,631,-308,794,36,-31,1700,419,994,-203,-317,36,-658,928,3405
2023/5/13 0:00,-650,439,-283,611,1550,-8,783,-350,-436,-286,-428,1344,-1528,53,811,-639,442,-1828,-583,-1494,-319,-408,-953,4683,3544,-1494,-283,2078,-108,-450,-1261,2549
2023/5/12 0:00,-386,894,-1506,-953,-94,347,-619,-1017,403,-14,403,-1206,1117,-225,-314,-475,-203,583,-208,8,847,-447,1639,-483,-531,-331,3500,-903,-714,-336,2989,1765
2023/5/11 0:00,2367,-431,-492,-231,-917,-936,-436,-342,3078,3567,-542,125,-581,214,-542,581,642,-936,872,-347,-1328,114,-339,-1172,-736,1922,-1061,-742,706,-103,-717,1257
2023/5/3 0:00,1706,1650,-725,-283,1117,2256,-472,561,436,-2011,-872,-419,-431,364,-2167,-247,1967,-83,-2056,-303,2678,-703,-36,-2811,950,983,150,-181,2922,-1944,2589,4585
2023/5/2 0:00,-1606,3589,-819,172,1206,-1217,-747,1150,-861,-53,581,-219,197,917,-186,-1628,-203,-1261,72,253,-1117,269,-169,1228,-825,-1206,-539,983,-575,-1839,-506,-4959
2023/5/1 0:00,2322,-1050,-175,717,-169,69,-750,2611,-1072,-1206,1361,-417,1428,317,-414,-1339,-1106,-350,-736,581,-1306,-1517,-2167,-272,-453,-914,-583,922,-506,-275,1656,-4793
2023/4/23 0:00,-494,53,2456,58,103,994,1717,-1694,406,2500,6378,-236,1072,-317,-1094,250,81,-303,-1450,331,386,-1128,-417,-83,1406,-350,550,-442,-992,-275,2789,12255
2023/4/22 0:00,383,1433,-1017,-417,-836,-658,-1228,1306,-458,-506,-886,-119,-2056,-761,-1106,-694,-1850,1761,-1228,-931,2100,3967,1106,264,3189,-569,-1372,417,-719,794,1461,770
2023/4/21 0:00,375,-131,2167,906,-408,-1922,3033,-914,-625,-528,-208,-869,-1106,-386,-14,-1772,-947,-453,364,-1550,125,-1372,264,839,-1161,-108,-897,-1472,-381,-281,-758,-10190
2023/4/13 0:00,1806,1428,247,325,97,636,-342,14,-708,1083,-803,-742,2256,-1861,-1839,1394,1217,-175,-1094,939,569,-169,2211,683,3189,-481,-114,-272,464,-1017,872,9813
2023/4/12 0:00,2322,92,1256,0,839,739,883,-461,31,-308,2167,-408,-203,-853,-681,206,169,-250,-308,-197,475,-875,-1139,-1228,-647,-39,-717,-375,919,-1017,-1283,-891
2023/4/11 0:00,419,-519,-342,1406,181,-608,586,-981,-53,-25,-1283,125,36,-936,172,-31,-464,-1017,92,-903,661,81,406,661,931,8,-750,253,-942,-753,1839,-1750
2023/3/23 0:00,539,-739,694,-1528,-303,328,1039,-1417,-153,-208,614,4717,-606,-519,-64,917,-875,-850,-1561,1017,-961,-431,2033,1483,592,-442,-2678,-1272,-406,-1294,481,-1853
2023/3/22 0:00,658,108,1161,-658,-669,-764,-772,-447,131,1006,-403,-353,-642,242,-106,2456,150,1656,-425,-725,-31,375,-1983,-1172,-47,-414,442,-175,414,336,-1283,-1934
2023/3/21 0:00,-1083,-803,-908,106,-975,-328,-631,394,-836,119,-1239,-1228,-1039,-819,8,-558,2478,1339,-603,-608,2767,-1339,-469,314,-28,358,97,-592,-86,-264,694,-5762
2023/3/13 0:00,972,586,750,114,-1750,1417,-381,2256,147,-1139,-769,-283,-1139,-803,481,361,-1172,-28,28,572,-1094,-1561,-1506,-239,-97,5117,-431,-42,1172,-925,439,1053
2023/3/12 0:00,-442,494,-1361,442,-1183,-253,1656,-1783,-536,-639,386,-731,-675,783,628,1272,2100,-1428,-164,-875,706,1572,-1117,-1328,-608,-1594,-653,-781,-817,-158,1550,-5537
2023/3/11 0:00,-2122,-764,1083,1672,-469,2633,-850,-269,1539,-592,1550,0,-864,197,1350,-586,97,1972,1789,-1483,-453,31,564,1617,-931,1183,2011,158,-1361,-564,-417,7721
2023/3/3 0:00,1806,-1106,-1228,-1539,1272,-1050,633,1394,517,-2478,983,-597,-942,2811,292,-1478,-1172,994,36,-317,-369,-739,1394,414,817,117,-236,-528,-372,2189,-1372,146
2023/3/2 0:00,-364,-303,253,1206,-475,-58,1056,-292,-42,-358,-69,1528,786,-436,828,-558,-1028,-775,-153,-286,-231,-236,1228,-531,-919,2056,1239,69,-1806,-303,461,1487
2023/3/1 0:00,-1606,-686,1372,-286,-8,1383,-325,-136,1494,-253,-717,-850,-636,-803,-494,-1139,-697,-8,-714,-147,-908,-703,-961,-447,-464,2100,-742,1256,-53,772,-131,-5537
2023/2/23 0:00,3300,469,1322,1172,1239,4283,-58,1339,1661,2678,508,103,-1744,-450,-31,506,-514,-1406,1750,2567,917,208,2922,1256,-1083,-3322,2344,69,1650,97,-650,23102
2023/2/22 0:00,361,-447,-753,-1028,564,-950,-531,42,-1050,-303,-469,542,-1150,-653,792,-1417,2300,14,-842,-192,481,-719,-242,-1572,-719,-1861,-325,1172,-869,-325,-906,-11055
2023/2/21 0:00,-31,-342,1033,-319,353,-536,-481,-1594,-358,-792,-475,-353,1661,-1017,-264,-314,303,-403,-786,-392,-592,858,-653,-731,2189,-392,-669,672,1028,-297,-603,-4297
2023/2/13 0:00,1183,-1006,1656,731,-1050,-492,394,-1994,1161,617,-2056,-492,-417,-3078,428,2833,1139,-42,175,-1061,-328,-1483,-1650,-164,-1894,-1161,-650,-875,3589,-1983,544,-7426
2023/2/12 0:00,-594,806,-1117,-1328,-1717,-992,-1139,-853,-1850,-1283,-1239,1900,-361,-986,-75,3078,-147,2256,-542,2144,-1261,-2878,606,-381,-431,-1061,-839,242,-1250,103,1039,-10150
2023/2/11 0:00,-1094,594,-1661,-728,-1206,2233,2189,-514,-472,1261,-1439,1722,-75,-953,-1261,931,1906,-2633,36,-1294,-1050,-97,-581,-828,228,4817,353,-108,-1206,2367,892,2329
2023/2/3 0:00,1772,53,-1128,-2433,1700,-1017,-1228,75,1767,353,-1150,1583,961,-981,650,694,292,-1094,-1283,206,103,4350,772,-1594,-672,39,-2322,-1361,-1106,-381,806,-1574
2023/2/2 0:00,-297,725,-1739,283,-1550,3256,136,-928,403,-661,108,-1317,-503,272,-692,-572,-772,-264,-683,175,-386,-231,-519,2456,-464,-1517,614,-592,175,-1183,1728,-4539
2023/2/1 0:00,-2033,-47,694,1094,-1050,972,606,-94,517,-1550,536,-797,0,-336,2078,-961,92,1083,-403,1128,-564,119,1161,-1139,461,-514,725,-508,583,597,319,2769
2023/1/13 0:00,1283,2033,906,694,-1394,381,-917,2078,1861,1139,-1628,2500,2233,2789,2167,-269,439,-1139,806,-1306,-1139,-514,-1161,-1617,-206,-431,483,-836,1028,1728,2567,14558
2023/1/12 0:00,2989,-1039,-1661,350,-569,-1061,-903,2100,-514,-181,-408,-903,1261,-514,-936,919,-883,-936,1939,-22,847,-775,2100,653,-886,-72,-369,686,-486,850,3189,4765
2023/1/11 0:00,253,-303,-786,-664,114,-342,-950,228,-786,1439,-469,-192,1494,-317,-331,606,-1894,1206,-625,236,-742,-483,-606,625,-481,1228,-886,-1106,-908,31,1383,-4028
2023/1/3 0:00,-1083,97,2478,-1139,225,2611,-1283,2300,-350,522,-2567,-669,-119,561,-17,-1011,-150,-1739,-894,-864,1483,739,472,-1694,-1628,-1706,-214,-794,-519,550,-1928,-8330
2023/1/2 0:00,-117,231,-1439,939,-931,-814,225,-1139,1206,-1650,264,-1650,-681,-1628,1206,-1039,-1339,-475,386,372,25,1728,-1883,564,-828,1283,-819,-1183,-225,247,1017,-8147
2023/1/1 0:00,2811,-525,-303,1361,1250,-225,-803,-308,994,347,-519,-169,950,214,-336,-1206,500,481,-403,-669,-892,-847,-861,3211,1094,-369,2233,-153,1217,-694,-306,7075
2022/12/23 0:00,1150,728,-1239,-1394,1744,2567,-1017,-350,-1106,-1317,1567,92,-1628,-769,-897,-50,1856,-850,-58,1217,-125,-281,2922,694,253,514,450,1750,439,-2544,-1006,3312
2022/12/22 0:00,-31,-819,-1606,-203,-17,-481,1561,1683,-1106,-681,583,-519,-17,-386,-308,-908,-1450,47,-825,183,-486,-397,-1906,581,-608,-1161,-517,-181,2344,-1117,1872,-6876
2022/12/21 0:00,-1050,-908,397,-369,-550,-358,1250,492,-408,1094,-308,1328,-703,764,1967,-1039,-203,14,-1722,-331,869,-131,-514,-169,-103,1094,-558,2478,-125,-1539,-1739,-1080
2022/12/13 0:00,1394,-147,-850,-914,1083,1472,550,-869,264,-794,1139,872,-1239,-608,50,1794,1972,2256,214,-536,-286,369,-1483,2700,-1172,142,-508,1656,728,-861,-792,7596
2022/12/12 0:00,-219,1328,206,53,-247,-53,-1383,1083,-1172,36,-553,1550,-953,-1617,-675,1150,-2122,269,1967,0,1278,-425,-875,950,-114,-642,625,-481,594,131,-375,-686
2022/12/11 0:00,-919,-958,-417,-183,-853,181,-775,-592,1117,-1672,294,-1139,-803,-858,883,2211,-1739,-1617,-1183,-531,-286,-506,-961,-1772,-347,894,108,647,-1650,1361,-1439,-13504
2022/12/3 0:00,-353,-783,-942,631,2700,-236,3211,-525,1428,-86,-953,-383,1833,-342,-1117,-1117,-1294,2856,-697,1150,-1006,286,281,-2500,-706,-481,3256,853,283,-861,-886,3500
2022/12/2 0:00,450,1683,-108,-197,-658,-617,428,1494,1006,-714,3522,831,-703,-253,114,-592,550,-1194,-542,-142,14,297,-603,-114,-1194,1406,-125,-419,0,369,658,4647
2022/12/1 0:00,-1094,-658,-1217,-494,-2967,-650,-550,-147,-414,-1683,-642,-1383,1350,-1094,364,503,225,-419,1633,-58,672,-575,-1472,-1961,-808,-431,-242,1922,-436,-403,1428,-11701
2022/11/23 0:00,1167,-736,-331,-1683,-1039,-1172,-1306,928,306,2989,4350,686,-1528,-408,-861,817,639,-1039,-914,375,-808,1039,-875,494,-64,-1050,150,-225,-39,594,-2189,-1733
2022/11/22 0:00,-1406,928,917,1561,-69,-592,-1317,-303,-236,861,-1206,-503,-1606,-642,383,-81,-42,1967,-636,-228,-153,-683,453,1439,-1239,-369,-439,-536,-425,-619,-964,-5785
2022/11/21 0:00,1350,617,-681,-950,-414,1856,-358,125,-658,1006,-803,-92,1939,-1039,-803,-1983,703,1250,-519,542,-806,-303,731,-1383,-925,939,-192,-736,-1350,-1139,-761,-4837
2022/11/13 0:00,-830,90,-60,2700,1080,760,230,270,-1100,-420,-1460,-680,-740,-1380,1050,100,-2370,2120,190,-680,1570,660,470,-1160,-950,-1050,810,-400,-130,310,180,-820
2022/11/12 0:00,-430,-560,100,1880,-60,-680,-280,-690,-1010,-1270,-580,480,2680,2970,-340,-540,780,-580,1750,-160,-120,1710,-1810,1250,-700,460,-340,-70,-950,-1930,-770,190
2022/11/11 0:00,60,390,-380,-760,430,40,-30,-610,460,-720,1880,-500,-690,-1120,-230,-310,20,-1090,-930,1770,-190,-520,2230,-590,1840,-340,1890,-520,-610,480,-680,670
2022/11/3 0:00,-880,-2120,-620,-2540,-460,-1080,-1250,790,1660,530,-1580,380,-490,-820,-1620,2320,-180,790,2100,580,10,170,2680,1880,2170,930,3080,1270,550,880,440,9570
2022/11/1 0:00,-110,30,-190,3430,290,-550,70,200,140,-790,-950,210,750,-530,-1090,-920,-770,-210,-670,-500,-640,430,-420,30,2660,-380,430,-570,-890,-870,-910,-3290
2022/10/23 0:00,970,-1340,-160,530,1010,-480,-1720,30,-210,-920,-1980,120,-680,-1120,-1070,490,1940,190,-1410,-140,-560,-1010,-100,-570,1220,-330,710,1900,7490,3420,4520,10740
2022/10/22 0:00,-1060,2280,460,-1490,-300,1510,610,-230,-770,830,-1470,120,350,-290,-1290,-1440,-610,1720,-70,-1540,-430,660,40,-430,-1210,90,30,-70,-810,1120,-1280,-4970
2022/10/21 0:00,-960,-1120,-200,1220,740,-260,-460,230,-590,-1010,730,-430,-990,-840,-70,700,-1280,-280,1660,-1250,330,90,510,-410,-590,-610,-300,-1460,420,-1030,-1250,-8760
2022/10/13 0:00,-1020,-1450,340,330,680,-620,-160,-90,480,1210,-260,-1620,390,2230,-650,-470,60,660,-2080,3410,-610,-2030,-940,-130,700,340,360,840,-140,-630,-610,-1480
2022/10/12 0:00,1810,1030,-380,-1410,-830,1040,-580,100,360,270,-250,-90,1830,-520,-930,-550,-530,-1040,-530,-550,-780,-40,-30,1460,-120,-830,2010,-500,490,-210,1230,930
2022/10/11 0:00,-490,-730,-460,-570,-650,-500,-1030,-190,230,-40,-790,-1000,-1720,-500,-180,-950,2100,-250,-740,-760,-1000,-1790,400,-590,-100,1550,-470,-700,-360,940,-1440,-12780
2022/9/23 0:00,1830,-1910,-1010,430,-2140,650,1580,160,-850,1540,240,250,-1090,-930,1990,-1460,-1820,1230,210,4720,2830,2700,-510,-380,-460,480,470,-980,-1110,-1310,1460,6810
2022/9/22 0:00,220,-50,850,1560,-330,360,-200,-910,-110,-810,2100,1720,-590,70,-130,730,-610,-770,-410,-330,-1170,-1640,-610,-80,340,1260,-410,-210,810,530,540,1720
2022/9/21 0:00,-570,980,-440,0,1520,1220,-590,4220,930,-220,110,-920,-510,-290,-850,-950,-1740,50,470,-390,-190,1120,-880,-200,-90,-890,-700,1940,-560,830,-560,1850
2022/9/13 0:00,-1150,190,2190,-330,-1050,1210,-710,0,-10,-190,830,-10,-850,1610,-560,-760,2230,-310,-1650,2660,280,940,410,-1010,-710,2370,-290,200,4380,1510,-830,10590
2022/9/12 0:00,-1390,-930,-430,520,-450,710,-440,-170,-640,1860,-660,-1770,-270,1460,650,-310,1530,-840,-1290,-820,1060,1230,-580,-950,-60,-1990,-300,280,-30,90,-1030,-5960
2022/9/11 0:00,270,320,510,730,2230,2300,200,-1080,150,-1010,2740,-630,-440,-1350,-180,-680,210,150,360,-1670,-1060,1710,1590,2140,1510,-820,840,-580,-2480,760,-360,6380
2022/9/3 0:00,-1660,1740,1510,140,-330,1470,1070,-580,270,-1350,-390,4150,-390,-590,1680,770,2260,940,-2410,-740,540,-990,-1030,280,-780,3540,-250,-250,220,-580,2320,10580
2022/9/2 0:00,490,-810,-790,-510,200,1290,-430,1630,-610,410,640,-1070,-240,-550,-120,250,-2010,-780,780,430,-1330,-650,430,-150,-1080,-970,-580,-260,-700,-220,60,-7250
2022/9/1 0:00,-810,950,-510,-940,-1260,750,-1950,60,960,-630,-450,-1280,-90,-830,-70,-960,-220,-340,10,830,430,-800,-480,-1560,-810,-560,-1040,580,-810,500,340,-10990
çáåv,13328,5720,3012,1535,-7915,17888,-9902,4982,-7746,-4337,-4117,-7966,-11934,-24844,-1678,-3981,-1475,2942,-20994,15456,5621,-14838,-7845,7701,-4583,2302,1400,6962,-3915,-17746,11133,-55834
